City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Istanbul,Turkey,2023-01-02,16.57,134.14,67.97,19.27,9.56,86.89,-9.09,64.22,19.48
Dubai,UAE,2023-07-10,115.8,32.49,51.83,21.42,4.73,70.64,-5.83,61.13,12.47
Berlin,Germany,2023-05-21,147.86,107.83,13.01,8.88,5.74,133.76,28.89,63.93,0.82
Moscow,Russia,2023-07-21,46.47,155.35,32.3,8.03,7.77,176.37,19.58,74.05,2.4
Dubai,UAE,2023-04-09,13.26,63.86,95.72,37.92,7.7,145.94,-0.21,72.03,6.89
Rio de Janeiro,Brazil,2023-12-13,12.91,149.14,59.74,2.06,0.81,193.84,4.54,13.92,5.89
Cairo,Egypt,2023-08-27,77.55,134.74,77.82,36.34,1.04,71.6,39.83,28.09,7.25
Tokyo,Japan,2023-06-05,19.05,167.2,22.72,44.84,9.22,30.63,12.82,91.3,9.66
Moscow,Russia,2023-05-24,18.74,36.38,43.62,46.39,1.0,110.72,31.29,47.97,3.54
Bangkok,Thailand,2023-08-23,115.1,70.62,30.64,18.77,1.27,81.76,24.22,14.96,10.93
Moscow,Russia,2023-12-21,147.1,103.05,34.83,46.61,8.05,114.9,-9.33,72.97,17.24
Rio de Janeiro,Brazil,2023-04-01,46.73,41.61,10.73,42.07,4.67,183.81,37.18,32.08,4.92
Toronto,Canada,2023-02-01,31.59,173.79,49.41,18.82,1.0,147.72,2.47,55.98,1.36
Paris,France,2023-08-26,7.66,181.82,63.09,5.55,6.88,128.35,28.47,97.92,7.94
Cairo,Egypt,2023-12-19,86.64,87.51,77.54,6.55,0.78,11.72,3.9,34.15,13.02
London,UK,2023-01-09,15.44,123.15,88.91,25.37,2.65,135.01,19.27,28.58,1.19
Beijing,China,2023-03-03,79.17,31.19,34.12,11.02,0.48,58.45,0.99,15.84,3.47
Mumbai,India,2023-02-11,119.1,189.84,54.27,2.7,3.16,155.16,19.09,91.22,8.22
Berlin,Germany,2023-08-13,35.3,70.17,63.07,13.67,1.56,128.97,0.0,66.59,14.15
Dubai,UAE,2023-11-04,54.54,180.39,7.2,15.5,4.72,60.67,-2.68,88.79,11.62
Mumbai,India,2023-06-06,51.43,35.37,94.0,18.43,5.67,17.7,1.37,42.33,4.69
Bangkok,Thailand,2023-01-17,37.86,82.08,61.5,18.86,9.46,121.52,14.85,26.04,1.62
Sydney,Australia,2023-04-12,44.03,122.74,39.11,19.67,3.32,51.33,7.52,38.67,3.8
Mumbai,India,2023-09-04,57.77,164.4,53.97,24.53,9.45,99.81,-3.06,20.26,8.92
Madrid,Spain,2023-02-20,65.19,146.71,81.9,43.99,7.82,48.99,12.97,78.02,7.9
Toronto,Canada,2023-10-04,12.23,110.88,75.69,10.78,6.87,129.81,-2.7,64.08,11.63
Moscow,Russia,2023-06-13,18.32,141.99,75.41,30.14,3.99,151.05,37.8,65.08,11.82
Toronto,Canada,2023-01-05,75.68,93.08,35.81,9.87,5.12,48.02,23.92,47.33,15.6
Seoul,South Korea,2023-04-19,104.93,92.65,89.58,36.24,7.43,165.63,0.83,83.26,6.21
Dubai,UAE,2023-01-28,39.8,67.28,59.45,21.99,8.03,120.7,-6.07,38.0,9.91
Mexico City,Mexico,2023-11-03,67.14,64.93,6.67,39.96,4.19,29.75,14.02,41.66,3.93
Beijing,China,2023-07-23,142.25,139.76,31.77,8.85,5.24,102.59,19.16,85.36,4.66
Istanbul,Turkey,2023-05-15,114.61,168.7,39.56,24.82,5.86,66.01,24.14,15.73,10.14
Johannesburg,South Africa,2023-05-17,39.72,70.77,31.17,32.1,6.2,26.14,4.74,46.68,17.4
Madrid,Spain,2023-04-09,113.28,157.72,73.02,13.32,0.83,134.84,33.3,31.69,12.1
London,UK,2023-10-26,45.2,140.01,13.87,30.65,5.46,196.82,-6.45,98.91,10.8
Madrid,Spain,2023-07-04,25.85,153.69,80.26,1.11,8.07,99.8,11.21,32.67,1.88
Mexico City,Mexico,2023-07-21,23.83,100.55,63.48,38.74,6.09,147.99,7.17,88.96,16.83
Tokyo,Japan,2023-01-16,44.5,185.31,30.48,35.64,9.03,94.23,11.3,28.12,3.25
Moscow,Russia,2023-04-22,83.8,177.74,96.23,37.89,1.9,172.58,21.51,83.1,5.63
Moscow,Russia,2023-11-01,80.95,61.92,5.58,20.95,6.37,108.92,17.17,70.66,6.38
Mumbai,India,2023-09-05,6.22,172.28,48.03,15.14,5.32,26.46,-8.45,32.55,13.95
Johannesburg,South Africa,2023-01-11,42.04,82.71,9.17,7.94,6.09,59.05,5.37,77.6,9.58
Moscow,Russia,2023-06-21,110.8,28.41,42.1,36.51,9.68,77.85,17.69,16.23,16.39
Rio de Janeiro,Brazil,2023-08-07,11.79,168.98,57.19,44.7,4.24,32.33,25.67,97.05,0.74
Berlin,Germany,2023-06-09,64.39,87.45,17.2,20.05,7.67,161.52,-2.11,63.02,15.62
Dubai,UAE,2023-12-13,113.38,70.83,93.12,2.07,1.11,60.85,29.85,98.83,2.94
Rio de Janeiro,Brazil,2023-06-23,107.62,42.28,62.95,19.7,6.6,153.3,-4.21,22.04,15.87
London,UK,2023-08-10,10.57,79.02,38.04,31.93,2.75,144.78,29.17,77.24,2.38
Cairo,Egypt,2023-08-11,65.7,105.64,49.66,36.78,9.13,155.76,-0.31,65.39,5.95
Cairo,Egypt,2023-10-28,130.44,90.61,53.39,45.24,2.53,81.07,19.08,97.13,5.87
Moscow,Russia,2023-09-11,104.03,159.37,65.49,18.33,0.58,140.8,4.49,43.45,11.7
Sydney,Australia,2023-06-06,143.68,136.49,89.13,8.93,0.51,182.04,39.39,58.6,14.63
Mumbai,India,2023-03-28,63.72,12.39,84.79,20.82,7.62,114.17,7.07,86.16,14.78
Seoul,South Korea,2023-01-15,24.6,14.29,48.47,38.87,1.33,184.56,-5.29,66.64,3.83
London,UK,2023-10-10,6.87,88.28,49.36,34.55,6.97,72.6,13.01,18.11,12.54
Bangkok,Thailand,2023-05-03,36.83,28.37,27.57,31.43,9.51,92.27,0.19,58.94,4.15
Rio de Janeiro,Brazil,2023-04-06,121.48,70.36,49.79,42.62,7.83,33.24,27.01,32.61,3.73
Berlin,Germany,2023-01-09,36.69,39.86,33.25,6.74,3.5,121.95,9.77,32.84,2.94
Berlin,Germany,2023-09-01,146.4,11.54,88.57,36.32,3.51,26.03,35.71,56.57,12.9
Johannesburg,South Africa,2023-01-27,64.77,88.82,33.01,34.8,6.63,89.76,-7.93,85.24,0.75
Tokyo,Japan,2023-07-24,84.83,190.83,65.5,45.69,1.07,132.83,3.49,11.62,14.48
Sydney,Australia,2023-01-10,126.46,107.21,99.0,26.02,5.05,153.21,10.76,71.21,2.79
Rio de Janeiro,Brazil,2023-02-08,37.75,65.34,97.29,3.71,0.96,197.95,28.41,20.32,13.52
Mumbai,India,2023-02-18,146.91,92.71,65.52,44.09,1.67,144.22,37.07,53.07,0.68
London,UK,2023-10-25,31.09,136.73,94.96,28.74,6.61,86.46,17.41,75.29,8.67
Madrid,Spain,2023-01-14,113.37,89.78,92.84,32.95,0.92,42.58,-3.94,19.27,1.51
Berlin,Germany,2023-11-06,54.14,137.1,67.38,28.67,4.67,15.16,20.88,58.85,4.09
Beijing,China,2023-10-08,8.45,86.47,88.71,40.17,9.32,178.2,5.47,78.29,2.6
Bangkok,Thailand,2023-04-09,88.72,147.9,91.84,28.0,5.73,192.22,-5.09,27.4,13.94
Rio de Janeiro,Brazil,2023-06-11,146.07,10.18,66.76,36.93,8.7,34.8,5.45,67.91,9.6
Berlin,Germany,2023-11-04,40.44,11.8,20.9,37.16,2.26,67.65,6.03,39.05,17.05
Moscow,Russia,2023-05-06,91.31,167.93,19.75,2.49,0.11,31.25,-7.5,39.74,10.87
Madrid,Spain,2023-11-23,15.5,179.02,98.1,47.68,6.46,65.27,-3.93,42.62,12.61
Mumbai,India,2023-10-23,51.73,172.2,58.31,43.41,6.68,118.66,3.44,40.17,19.06
Bangkok,Thailand,2023-08-02,83.04,13.09,79.33,17.08,5.63,73.54,22.29,80.52,17.35
Madrid,Spain,2023-06-01,140.79,31.12,95.17,5.44,5.97,146.03,16.55,34.9,3.1
Seoul,South Korea,2023-05-21,23.91,196.31,92.97,3.57,4.63,103.71,13.65,81.26,18.07
Dubai,UAE,2023-07-05,95.8,28.95,8.37,4.57,9.17,118.37,38.9,47.78,8.68
Rio de Janeiro,Brazil,2023-08-23,61.63,79.95,95.1,16.66,9.87,69.75,-4.73,55.99,4.44
Mumbai,India,2023-01-17,11.95,58.7,85.29,46.73,2.75,31.23,6.68,43.19,17.85
Berlin,Germany,2023-10-07,122.69,68.52,63.86,11.48,5.5,157.34,32.11,71.02,9.39
Seoul,South Korea,2023-10-20,135.44,107.68,10.15,11.24,1.57,86.54,-4.97,31.82,17.16
Mexico City,Mexico,2023-11-18,104.54,86.03,87.88,41.75,0.52,142.53,15.76,43.57,10.55
Berlin,Germany,2023-01-23,24.08,159.51,6.65,35.43,2.98,67.37,10.69,15.81,6.11
Mumbai,India,2023-10-15,146.67,174.83,61.14,19.04,6.55,41.11,-3.56,25.87,4.94
Dubai,UAE,2023-05-11,127.9,76.06,75.6,15.83,7.12,10.4,24.54,63.12,18.08
Moscow,Russia,2023-02-14,23.8,143.11,65.37,27.5,7.95,126.53,-2.06,99.62,10.35
Toronto,Canada,2023-03-01,17.98,135.59,54.1,22.19,4.27,96.52,0.49,37.02,15.57
Madrid,Spain,2023-05-24,121.18,134.37,83.0,28.75,5.34,192.07,25.0,69.19,10.63
Dubai,UAE,2023-03-12,59.9,194.54,17.66,46.93,2.01,40.91,-5.47,37.52,11.73
Johannesburg,South Africa,2023-04-10,127.51,175.1,73.71,13.02,1.7,196.41,27.46,51.14,10.26
Istanbul,Turkey,2023-07-21,120.11,82.57,67.55,34.42,4.23,57.26,31.88,39.79,16.6
Bangkok,Thailand,2023-02-25,141.1,60.89,21.67,15.98,4.2,10.42,19.6,85.39,1.9
Moscow,Russia,2023-09-24,107.53,153.15,46.82,9.96,9.89,36.24,15.56,76.85,15.0
Mumbai,India,2023-12-06,147.33,155.17,97.26,26.95,3.76,71.41,27.47,82.9,10.61
Mexico City,Mexico,2023-05-12,112.99,157.1,20.12,29.37,9.88,48.73,11.94,82.28,9.62
Istanbul,Turkey,2023-11-15,92.99,125.58,70.71,45.77,9.37,50.5,39.76,70.19,10.2
Beijing,China,2023-09-10,63.61,66.18,87.96,8.04,4.25,54.08,23.6,19.04,13.39
Johannesburg,South Africa,2023-10-28,141.76,173.89,65.3,8.46,6.37,139.43,10.06,25.11,3.26
Berlin,Germany,2023-08-02,84.0,87.49,64.78,2.93,2.26,58.26,34.55,77.93,12.12
London,UK,2023-11-05,5.16,70.63,97.6,29.47,6.61,145.87,35.91,96.52,1.0
Istanbul,Turkey,2023-03-01,85.48,81.2,79.92,30.56,6.43,168.51,35.28,25.02,17.64
Berlin,Germany,2023-04-07,8.35,90.98,24.13,3.54,9.71,116.34,16.15,40.71,5.91
Beijing,China,2023-03-11,8.57,131.59,82.0,38.74,5.25,164.59,35.65,59.59,3.02
Dubai,UAE,2023-01-12,113.95,18.72,7.35,27.12,4.2,199.21,8.04,57.11,5.32
Toronto,Canada,2023-06-17,60.56,48.07,18.95,32.74,0.28,170.16,-2.18,87.38,15.66
Moscow,Russia,2023-11-08,18.34,163.69,50.85,11.18,7.12,27.35,-0.29,65.34,14.07
Toronto,Canada,2023-12-20,59.29,139.58,94.2,33.03,5.75,163.72,29.87,92.37,13.35
London,UK,2023-02-14,103.7,159.93,94.91,16.92,6.91,142.14,3.66,87.48,4.77
Bangkok,Thailand,2023-12-14,30.76,124.82,30.79,9.17,8.79,197.64,25.98,25.84,13.72
Toronto,Canada,2023-06-09,137.37,144.02,62.54,26.29,3.41,193.81,9.0,38.54,11.51
Dubai,UAE,2023-03-24,141.42,91.35,94.86,25.83,1.0,79.53,10.56,49.75,13.1
Sydney,Australia,2023-08-24,36.67,47.42,28.27,34.14,4.1,61.43,21.92,58.06,5.96
London,UK,2023-05-02,102.58,123.23,92.77,4.09,2.48,158.9,-4.02,49.88,3.53
Seoul,South Korea,2023-07-01,76.14,41.81,59.97,46.25,2.54,66.87,23.21,32.22,14.12
Madrid,Spain,2023-04-02,64.57,178.96,70.9,1.98,7.35,183.99,33.76,26.68,8.64
Toronto,Canada,2023-12-09,145.73,174.8,92.43,15.17,7.31,155.72,39.0,93.4,17.37
Seoul,South Korea,2023-11-15,119.41,59.85,59.45,29.61,7.36,144.74,18.2,86.38,1.39
Bangkok,Thailand,2023-11-01,28.96,165.63,70.76,24.88,9.24,109.8,24.25,68.91,7.83
Rio de Janeiro,Brazil,2023-09-07,56.73,44.38,40.93,13.6,4.7,44.12,30.85,54.76,14.21
Moscow,Russia,2023-11-25,77.64,172.57,82.33,48.01,0.38,167.85,1.29,75.54,1.77
Dubai,UAE,2023-04-26,131.73,153.85,60.44,31.05,0.46,43.35,39.18,36.44,3.12
Cairo,Egypt,2023-01-15,149.28,32.67,94.32,2.0,0.88,80.83,16.89,62.38,2.43
Berlin,Germany,2023-08-19,113.08,105.38,22.61,22.12,9.65,88.06,29.68,64.02,19.81
Paris,France,2023-02-03,45.94,113.42,68.58,23.06,5.95,157.18,-2.1,22.68,3.55
Cairo,Egypt,2023-11-19,54.5,98.78,28.73,3.11,2.49,138.44,25.11,14.0,15.58
Mexico City,Mexico,2023-03-18,47.05,175.71,19.01,28.49,1.61,66.61,34.8,91.62,10.61
Berlin,Germany,2023-07-01,15.09,49.53,26.37,30.72,4.36,89.99,15.66,22.63,4.39
Moscow,Russia,2023-10-09,120.24,117.9,21.42,46.79,9.1,44.95,21.51,54.1,10.84
Moscow,Russia,2023-01-23,108.28,144.49,81.32,45.17,9.4,128.93,-6.53,65.83,3.72
Paris,France,2023-04-17,11.64,68.3,96.29,20.58,9.63,56.82,3.96,94.08,14.11
Berlin,Germany,2023-07-17,122.47,81.7,78.2,27.76,2.84,19.65,37.6,47.13,19.38
Cairo,Egypt,2023-11-12,73.34,190.56,71.12,29.89,2.18,152.3,25.98,78.61,4.32
Madrid,Spain,2023-04-18,15.6,75.44,30.47,4.34,1.63,65.81,22.62,29.66,13.99
Tokyo,Japan,2023-01-06,47.21,168.33,59.71,27.97,5.56,78.09,32.71,41.71,2.8
Sydney,Australia,2023-01-24,96.69,138.42,97.1,1.9,5.66,21.2,12.83,97.02,15.26
Berlin,Germany,2023-12-08,90.3,113.16,98.72,36.64,4.41,69.04,38.83,54.3,16.39
Tokyo,Japan,2023-04-17,107.58,10.97,6.33,43.38,2.22,165.76,-6.33,24.88,16.53
Rio de Janeiro,Brazil,2023-05-06,77.96,98.27,59.95,1.02,9.68,198.52,9.23,19.85,12.22
Rio de Janeiro,Brazil,2023-09-19,49.35,132.77,6.47,44.07,0.17,60.2,26.51,19.18,11.5
Seoul,South Korea,2023-05-16,67.47,80.43,21.07,1.01,1.49,161.74,38.99,27.02,3.14
Paris,France,2023-08-28,107.63,161.68,34.77,35.25,4.96,69.0,32.87,22.51,6.6
London,UK,2023-06-22,134.95,60.91,50.55,18.42,1.47,20.3,36.94,20.0,4.64
Berlin,Germany,2023-12-18,81.53,166.79,15.26,44.3,9.57,191.76,6.5,17.12,4.67
Tokyo,Japan,2023-06-13,123.86,12.96,79.25,32.88,4.04,125.15,15.41,40.98,8.4
Beijing,China,2023-12-14,54.63,47.88,8.61,34.67,2.07,131.04,12.19,32.19,12.63
Cairo,Egypt,2023-08-09,75.08,96.57,63.36,31.5,7.57,118.66,25.75,88.94,1.19
Istanbul,Turkey,2023-06-01,72.62,162.72,56.32,28.66,7.92,101.28,11.39,38.26,8.36
Madrid,Spain,2023-11-27,26.84,118.3,32.77,48.62,0.16,112.35,37.71,99.58,1.16
Seoul,South Korea,2023-12-06,148.04,112.74,99.66,46.6,4.1,157.13,19.26,31.43,4.11
Rio de Janeiro,Brazil,2023-07-07,147.01,81.07,48.41,43.67,8.97,92.34,37.92,98.99,10.52
Johannesburg,South Africa,2023-08-15,107.75,159.51,85.42,5.21,7.35,106.05,-0.06,16.87,9.5
Mexico City,Mexico,2023-08-28,112.33,107.32,7.88,26.34,9.63,118.51,35.0,70.74,17.87
Berlin,Germany,2023-02-15,63.19,78.02,80.52,33.28,7.06,125.33,-7.44,64.25,10.6
Sydney,Australia,2023-05-22,60.81,76.2,82.46,31.36,9.52,124.92,-4.46,59.9,15.97
Toronto,Canada,2023-11-02,147.33,166.81,86.24,20.5,9.79,137.96,6.66,95.99,3.11
Madrid,Spain,2023-01-01,20.25,83.29,38.3,4.95,7.42,64.67,-0.77,45.42,11.51
Dubai,UAE,2023-12-20,102.98,156.2,71.75,34.67,1.48,116.98,27.83,47.61,12.73
Beijing,China,2023-08-17,139.06,52.58,13.5,46.85,7.56,163.25,9.3,65.22,6.23
Toronto,Canada,2023-08-27,84.05,37.47,90.37,15.47,3.9,139.36,-6.95,97.06,13.72
Sydney,Australia,2023-10-24,107.05,139.85,44.58,32.74,9.6,40.75,23.97,91.1,7.11
London,UK,2023-09-28,53.54,12.26,42.28,49.97,3.5,33.86,-4.58,25.96,16.14
Mumbai,India,2023-07-17,13.89,80.21,75.91,20.31,1.44,197.8,-3.29,57.76,19.22
Seoul,South Korea,2023-05-16,35.47,37.27,87.29,7.38,8.19,78.58,6.55,90.39,4.48
Johannesburg,South Africa,2023-01-26,114.97,78.9,7.8,2.21,7.06,67.42,0.35,48.83,9.45
Paris,France,2023-06-03,51.04,99.63,95.72,44.1,3.67,83.8,8.62,82.52,10.38
Johannesburg,South Africa,2023-05-13,98.11,150.26,82.13,10.52,2.49,60.19,29.25,94.43,8.72
Johannesburg,South Africa,2023-11-22,44.74,140.21,53.72,44.33,8.08,36.65,37.19,59.18,19.3
Seoul,South Korea,2023-04-13,103.36,150.39,70.87,32.37,5.23,183.75,28.32,74.16,17.69
Dubai,UAE,2023-04-21,9.4,156.19,80.24,48.43,1.41,169.21,33.07,36.71,17.1
Paris,France,2023-11-26,68.26,109.21,71.31,31.68,5.24,185.91,-1.95,51.87,14.08
Mumbai,India,2023-03-22,95.71,131.78,61.5,32.96,8.17,85.0,-1.83,66.67,13.15
Istanbul,Turkey,2023-03-20,137.92,89.16,23.01,21.37,6.31,115.99,12.25,31.13,6.06
Johannesburg,South Africa,2023-06-21,117.85,108.91,90.93,16.93,2.99,20.69,4.26,60.46,3.19
Rio de Janeiro,Brazil,2023-07-28,12.64,102.44,43.81,42.19,5.87,100.87,21.41,30.78,9.55
Toronto,Canada,2023-10-03,112.87,90.43,30.96,36.66,6.87,63.17,2.91,93.68,12.61
Moscow,Russia,2023-07-13,92.97,112.66,67.31,23.58,4.59,82.57,-6.67,57.37,5.03
London,UK,2023-07-09,51.58,174.33,40.58,34.33,3.15,175.99,1.36,23.2,1.02
Seoul,South Korea,2023-08-06,47.38,96.43,25.44,19.99,4.65,145.18,28.71,63.27,3.77
Bangkok,Thailand,2023-09-01,65.33,122.95,65.23,15.58,6.74,196.13,0.11,73.15,7.41
Johannesburg,South Africa,2023-08-02,134.91,105.06,18.32,17.35,9.1,17.91,14.71,54.47,11.44
Cairo,Egypt,2023-01-01,48.66,122.2,19.79,44.91,1.43,54.58,0.2,99.54,19.8
Cairo,Egypt,2023-06-26,73.63,168.12,92.34,2.73,3.76,50.01,26.89,82.92,10.19
Paris,France,2023-01-10,146.24,197.47,78.12,6.32,1.14,16.86,-2.32,10.7,13.69
Johannesburg,South Africa,2023-11-21,139.82,130.63,56.86,8.97,5.81,101.22,-9.62,94.58,8.03
Istanbul,Turkey,2023-01-14,28.07,39.56,31.0,19.18,3.47,104.18,10.76,97.66,9.74
Berlin,Germany,2023-01-22,6.15,27.48,34.96,13.43,7.67,154.74,32.25,87.28,3.25
Toronto,Canada,2023-08-12,22.41,164.78,24.36,13.39,9.19,84.98,39.38,89.53,4.74
Paris,France,2023-02-01,64.79,26.82,56.4,37.22,3.88,174.79,8.87,34.75,10.09
Tokyo,Japan,2023-06-09,121.13,16.67,20.89,24.13,9.67,10.45,29.2,95.45,19.51
Bangkok,Thailand,2023-10-03,105.24,179.76,13.9,38.07,5.31,31.15,9.4,53.73,9.85
Paris,France,2023-07-23,112.33,171.8,44.32,49.64,4.11,56.18,11.36,87.33,1.23
Seoul,South Korea,2023-07-03,106.29,30.24,68.27,13.23,9.46,100.45,12.97,16.59,15.64
Johannesburg,South Africa,2023-03-26,84.58,36.39,38.17,33.36,4.56,167.2,17.78,87.41,7.75
Tokyo,Japan,2023-01-04,131.65,166.12,62.22,40.53,2.96,73.55,33.65,39.84,10.94
Johannesburg,South Africa,2023-06-14,78.33,117.48,50.39,3.98,7.05,188.09,16.24,13.94,15.8
Tokyo,Japan,2023-05-15,75.77,56.78,94.27,31.76,3.74,189.22,22.67,94.9,19.09
Seoul,South Korea,2023-11-01,60.57,87.32,78.2,20.78,9.39,152.42,20.63,94.11,6.3
London,UK,2023-10-09,111.9,84.16,29.95,8.36,0.28,155.27,3.54,91.5,12.38
Dubai,UAE,2023-04-07,75.48,180.14,37.87,28.37,1.91,141.37,11.39,87.7,9.88
London,UK,2023-05-03,77.54,65.32,98.89,4.19,0.19,168.87,16.79,36.89,19.72
Moscow,Russia,2023-08-05,10.46,195.47,84.86,42.82,6.76,42.88,22.77,69.56,18.04
Mexico City,Mexico,2023-11-07,20.96,181.02,53.14,32.3,9.51,34.6,36.52,64.89,13.23
Dubai,UAE,2023-02-07,22.55,189.99,46.13,48.07,6.43,41.75,29.25,42.4,16.27
Rio de Janeiro,Brazil,2023-04-17,149.53,38.93,97.18,44.41,4.85,159.57,17.06,96.07,4.55
Bangkok,Thailand,2023-04-17,138.62,124.59,29.83,42.36,6.21,77.52,1.1,82.78,13.22
Dubai,UAE,2023-05-16,7.23,155.67,90.49,48.68,7.83,184.4,31.89,26.8,15.61
Mumbai,India,2023-03-06,61.94,165.51,47.2,34.87,3.06,157.44,20.69,82.01,15.0
Istanbul,Turkey,2023-04-21,112.92,86.07,77.75,49.4,0.35,101.06,6.87,16.2,19.13
Mumbai,India,2023-04-20,109.13,114.66,72.96,42.47,9.28,14.21,-1.61,13.75,10.84
Beijing,China,2023-02-26,137.84,198.0,56.31,24.37,7.26,35.73,-5.34,71.39,13.81
Mumbai,India,2023-04-10,24.56,165.5,62.23,16.62,1.81,111.11,30.62,70.96,7.22
Tokyo,Japan,2023-09-03,10.05,71.94,18.8,17.93,5.48,195.37,1.84,11.51,12.05
Madrid,Spain,2023-11-11,61.65,106.11,8.38,26.64,5.87,120.12,18.07,13.84,14.26
London,UK,2023-07-08,120.36,133.28,98.75,33.76,2.36,46.09,28.08,76.44,3.08
Paris,France,2023-11-02,145.86,120.16,9.34,39.23,5.69,23.91,5.12,91.26,7.03
Rio de Janeiro,Brazil,2023-10-04,138.1,13.39,8.67,17.03,3.76,65.18,0.16,81.0,18.11
Beijing,China,2023-08-05,130.6,199.65,9.85,43.81,1.58,106.23,33.3,17.52,13.94
Bangkok,Thailand,2023-10-02,24.23,127.35,91.02,44.62,4.02,196.31,3.75,49.47,16.75
Rio de Janeiro,Brazil,2023-01-07,6.04,127.62,21.54,37.49,1.36,99.72,-2.94,97.99,5.1
Tokyo,Japan,2023-11-26,67.98,92.6,96.77,27.45,4.17,121.69,7.43,81.91,8.29
Johannesburg,South Africa,2023-03-12,144.16,60.82,60.51,12.41,8.82,117.95,23.33,69.33,6.72
Berlin,Germany,2023-11-18,111.16,150.04,32.04,40.43,8.24,37.62,16.2,58.22,15.15
Seoul,South Korea,2023-01-20,54.64,75.37,56.6,1.4,1.9,92.55,15.08,13.68,13.77
Rio de Janeiro,Brazil,2023-03-20,82.77,103.09,56.7,37.61,5.94,145.32,25.01,77.07,18.87
Istanbul,Turkey,2023-03-28,149.91,199.31,50.0,28.06,3.31,100.09,30.05,99.26,1.41
Istanbul,Turkey,2023-02-14,57.27,62.11,66.43,29.25,0.4,79.75,27.18,30.27,18.67
Cairo,Egypt,2023-01-23,129.68,65.98,75.89,25.45,2.37,40.9,29.62,41.1,14.23
Berlin,Germany,2023-11-15,38.21,14.69,73.77,19.03,1.43,149.98,10.02,67.52,16.99
London,UK,2023-11-14,138.56,116.09,75.54,27.63,3.38,111.29,34.97,10.12,5.59
Berlin,Germany,2023-01-07,14.91,109.27,96.69,39.51,0.9,154.38,36.0,19.47,3.34
Berlin,Germany,2023-09-19,140.64,52.36,50.33,31.89,1.42,190.69,0.15,23.51,1.84
Beijing,China,2023-06-01,108.59,55.56,9.65,4.93,8.73,176.94,33.23,81.78,10.81
Paris,France,2023-07-09,91.35,98.28,87.29,32.11,0.15,118.73,18.49,47.92,18.4
Tokyo,Japan,2023-04-28,51.04,81.47,43.45,49.74,5.09,33.46,0.05,85.31,13.53
Moscow,Russia,2023-08-11,136.79,130.73,43.25,20.45,4.9,140.72,36.19,20.27,15.94
Madrid,Spain,2023-07-27,5.83,83.29,85.79,31.19,1.47,153.05,-8.16,90.97,5.55
Rio de Janeiro,Brazil,2023-05-02,109.43,34.13,81.61,32.57,0.21,82.75,21.05,97.39,4.87
Madrid,Spain,2023-09-27,145.76,58.35,61.41,14.64,3.43,135.77,38.62,35.38,4.74
Johannesburg,South Africa,2023-02-15,135.44,32.8,57.63,4.06,0.17,66.16,-3.79,25.4,19.29
Tokyo,Japan,2023-07-25,5.33,72.08,66.03,5.41,4.89,29.47,12.19,93.05,9.42
Bangkok,Thailand,2023-04-16,10.7,188.07,42.34,15.93,7.95,174.71,23.13,74.07,12.02
Sydney,Australia,2023-08-21,14.47,191.74,74.42,5.27,8.71,23.44,24.74,91.75,7.0
Cairo,Egypt,2023-08-28,84.59,81.23,67.97,18.78,6.82,99.25,36.61,99.02,10.28
Rio de Janeiro,Brazil,2023-05-07,133.92,33.48,16.2,36.7,1.74,187.62,-5.69,61.72,7.97
Cairo,Egypt,2023-09-18,104.46,27.65,13.64,3.13,6.18,18.07,10.54,60.62,12.7
Tokyo,Japan,2023-06-13,44.08,118.82,49.62,11.23,1.66,125.88,1.53,63.37,3.23
Beijing,China,2023-08-09,81.95,43.58,79.84,34.16,5.59,48.17,29.71,99.55,8.0
Bangkok,Thailand,2023-04-28,64.18,42.24,28.87,33.82,0.56,86.54,3.77,83.7,17.36
Mexico City,Mexico,2023-03-24,122.25,99.35,95.9,9.24,5.24,161.85,-0.1,90.88,14.11
Seoul,South Korea,2023-03-04,82.98,189.67,88.56,33.02,6.34,160.07,25.35,70.61,14.89
Rio de Janeiro,Brazil,2023-10-10,79.83,148.13,15.77,1.56,1.38,199.41,15.88,38.29,9.67
Johannesburg,South Africa,2023-03-04,123.62,23.73,39.83,41.3,5.5,173.85,2.18,44.43,10.72
Madrid,Spain,2023-03-26,51.53,85.55,54.62,1.37,4.54,13.61,26.96,78.42,17.0
Dubai,UAE,2023-07-23,18.47,45.06,18.54,18.0,2.26,24.28,31.92,83.77,1.86
Berlin,Germany,2023-09-13,78.79,10.47,74.77,24.9,1.53,151.11,28.58,24.12,18.93
Sydney,Australia,2023-07-26,132.42,182.43,73.3,33.52,9.39,161.66,-7.08,17.86,17.64
Tokyo,Japan,2023-11-15,38.58,105.67,95.06,39.28,7.89,20.85,27.08,95.89,6.19
Berlin,Germany,2023-04-22,72.79,141.84,77.06,39.28,0.83,76.7,-2.87,27.6,1.8
Dubai,UAE,2023-03-19,149.55,157.39,38.41,1.92,1.37,125.2,0.93,23.22,14.05
Beijing,China,2023-04-01,132.64,168.25,13.72,2.52,7.69,58.2,6.06,11.75,18.02
Rio de Janeiro,Brazil,2023-03-15,120.63,20.97,7.55,9.83,4.81,115.69,12.44,74.14,10.55
Johannesburg,South Africa,2023-08-06,5.02,67.31,95.31,27.88,0.49,157.86,-6.51,65.29,14.27
